id,displayName,formattedAddress,rating,servesBeer,servesWine,servesCocktails,goodForChildren,goodForGroups,reservable,outdoorSeating,liveMusic,servesDessert,priceLevel,paymentOptions,acceptsCreditCards,acceptsDebitCards,acceptsCashOnly,acceptsNfc,Type
ChIJhQ2OKQAxMTARVxVY2RSXE6M,What's Up Burger & Coffee Street,"Jl. Halat No.92, Ps. Merah Tim., Kec. Medan Area, Kota Medan, Sumatera Utara 20216, Indonesia",unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,{},unknown,unknown,unknown,unknown,american_restaurant
ChIJQTHP3KMvMTARsl6uQIv1Kpk,Kenyangin.mdn,"JJ5W+PM2, Gg. Rukun, Helvetia Tim., Kec. Medan Helvetia, Kota Medan, Sumatera Utara, Indonesia",unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,{},unknown,unknown,unknown,unknown,american_restaurant
ChIJz-3odzouMTART49Bvu9eCQE,BurgerQu,"HJRW+867, Jl. Gatot Subroto, Sei Sikambing C. II, Kec. Medan Helvetia, Kota Medan, Sumatera Utara 20123, Indonesia",unknown,False,False,False,unknown,unknown,unknown,unknown,unknown,unknown,unknown,{'acceptsCashOnly': True},unknown,unknown,True,unknown,american_restaurant
ChIJC2RdR54vMTARuSpKZWSEEkU,21 Burger,"HJPX+33G, Babura Sunggal, Medan Sunggal, Medan City, North Sumatra, Indonesia","4,7",unknown,unknown,unknown,unknown,unknown,unknown,True,False,unknown,unknown,{'acceptsCashOnly': True},unknown,unknown,True,unknown,american_restaurant
ChIJvZHY_LgzMTARZ8dcx-uwdm0,Burger Tasty,"Jl. Bilal No.10, Pulo Brayan Darat I, Kec. Medan Tim., Kota Medan, Sumatera Utara 20239, Indonesia",5,False,False,False,True,unknown,unknown,unknown,unknown,unknown,unknown,{},unknown,unknown,unknown,unknown,american_restaurant
ChIJlXQ_nqgvMTARVmCnZvyZAvU,BALSKE BURGER,"Jl. Sei Belutu No.74, Padang Bulan Selayang I, Kec. Medan Selayang, Kota Medan, Sumatera Utara 20154, Indonesia","4,6",unknown,unknown,unknown,True,True,unknown,unknown,unknown,unknown,unknown,{},unknown,unknown,unknown,unknown,american_restaurant
ChIJM83bXaczMTAR5MKWF_SAyds,JAJANLA_SKUY,"Jl. Karya No.322, Karang Berombak, Kec. Medan Bar., Kota Medan, Sumatera Utara 20117, Indonesia",5,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,{'acceptsCashOnly': True},unknown,unknown,True,unknown,american_restaurant
ChIJf9pGfYgvMTARZ9ne4mDmSik,Friends Burger & Kebab,"Jl. Ayahanda No.13, Sei Putih Bar., Kec. Medan Petisah, Kota Medan, Sumatera Utara 20113, Indonesia","4,5",False,False,False,True,unknown,unknown,unknown,unknown,unknown,unknown,{},unknown,unknown,unknown,unknown,american_restaurant
ChIJE39jkdwxMTAR0V_6GJYQEmA,Burger King,"HMM8+Q5W, Jl. Gajah Mada, Petisah Tengah, Kec. Medan Petisah, Kota Medan, Sumatera Utara 20152, Indonesia","4,6",False,False,False,True,True,True,True,False,True,PRICE_LEVEL_MODERATE,"{'acceptsCreditCards': True, 'acceptsDebitCards': True, 'acceptsCashOnly': False}",True,True,False,unknown,american_restaurant
ChIJcSrcpZQxMTARmIdr_dC7LIM,Hutabarat Burger,"JM4M+24P, Sidorame Barat I, Medan Perjuangan, Medan City, North Sumatra 20233, Indonesia","4,3",False,False,False,True,unknown,unknown,unknown,unknown,unknown,unknown,{},unknown,unknown,unknown,unknown,american_restaurant
ChIJ0VcHjdMvMTARHklG1gfrfNU,SCOOT street food,"Jl. Abdullah Lubis No.79 / 99, Merdeka, Kec. Medan Baru, Kota Medan, Sumatera Utara 20154, Indonesia",5,False,False,False,True,unknown,unknown,unknown,unknown,unknown,unknown,{},unknown,unknown,unknown,unknown,american_restaurant
ChIJYZeG2qMvMTAR9kC4rBe1Drs,Burger & Dismum Alesha,"Jl. Mistar No.80, Sei Putih Bar., Kec. Medan Petisah, Kota Medan, Sumatera Utara 20118, Indonesia","4,7",False,False,False,True,unknown,unknown,unknown,unknown,unknown,unknown,{'acceptsCashOnly': True},unknown,unknown,True,unknown,american_restaurant
ChIJ22VAfmgxMTARMtKMyjSO-3U,burger & ayam penyet arasya,"Jl. Medan Area Selatan No.128, Sukaramai I, Kec. Medan Area, Kota Medan, Sumatera Utara 20216, Indonesia",unknown,unknown,unknown,unknown,True,unknown,unknown,unknown,unknown,unknown,unknown,{},unknown,unknown,unknown,unknown,american_restaurant
ChIJ3wKBv-QvMTAREzqvIh2GwYQ,Burger & roti bakar nanda,"HMM4+5Q3, Jl. Sei Tuntung Baru, Babura, Kec. Medan Baru, Kota Medan, Sumatera Utara, Indonesia",5,False,False,False,True,unknown,unknown,unknown,False,unknown,unknown,{},unknown,unknown,unknown,unknown,american_restaurant
ChIJNRdEdAQxMTARC_t7bgCTUoA,Burger Ajo,"Jl. Williem Iskandar No.93, Sidorejo, Kec. Medan Tembung, Kota Medan, Sumatera Utara 20222, Indonesia","4,2",False,False,False,True,unknown,unknown,True,False,unknown,unknown,{'acceptsCashOnly': True},unknown,unknown,True,unknown,american_restaurant
ChIJqTFey8oxMTARNwwHwy_cihc,Bagus Burger,"Jl. Badur, Hamdan, Kec. Medan Maimun, Kota Medan, Sumatera Utara 20212, Indonesia","3,7",False,False,False,True,unknown,unknown,unknown,False,unknown,unknown,{'acceptsCashOnly': True},unknown,unknown,True,unknown,american_restaurant
ChIJvRIq3aIxMTARhsi-I7GAbic,Jack Erlin Burger,"Jl. Prof. H. M. Yamin No.292, Sei Kera Hilir II, Kec. Medan Perjuangan, Kota Medan, Sumatera Utara 20222, Indonesia",5,False,False,False,True,True,unknown,unknown,unknown,unknown,unknown,{'acceptsCashOnly': True},unknown,unknown,True,unknown,american_restaurant
ChIJSyc8H6YxMTAR7XudEFmycGg,Burger Corner2020,"Jl. M.H Thamrin No.75P, Pandau Hulu I, Kec. Medan Kota, Kota Medan, Sumatera Utara 20211, Indonesia",5,False,False,False,True,unknown,unknown,unknown,unknown,unknown,unknown,{},unknown,unknown,unknown,unknown,american_restaurant
ChIJ-UaoXdAvMTARKdzUUPBGxa8,SorryMama Burger,"Jl. Mayjen D.I Panjaitan, Babura, Kec. Medan Baru, Kota Medan, Sumatera Utara 25124, Indonesia",5,False,False,False,True,unknown,unknown,unknown,unknown,unknown,unknown,{},unknown,unknown,unknown,unknown,american_restaurant
ChIJJdkmy4AzMTARoO1aj3PmEv4,De' Burger,"Jl. Gunung Krakatau No.A, Pulo Brayan Darat II, Kec. Medan Tim., Kota Medan, Sumatera Utara 20235, Indonesia","4,5",False,False,False,True,unknown,unknown,unknown,unknown,unknown,unknown,{},unknown,unknown,unknown,unknown,american_restaurant
ChIJUbWxchMxMTARoEjJuC4aTIY,RANAK SMOKE BBQ,"Jalan Veteran Gg. Mangga No.05/145, Tegal Rejo, Kec. Medan Deli, Kota Medan, Sumatera Utara 20241, Indonesia","4,2",unknown,unknown,unknown,True,True,True,unknown,unknown,unknown,unknown,{},unknown,unknown,unknown,unknown,barbecue_restaurant
ChIJU0u4wsAxMTARa3xqiqdnL1s,DaeBak Korean BBQ Restaurant,"T1&T2 Jati Junction, Jl. Timor, Perintis, Kec. Medan Tim., Kota Medan, Sumatera Utara 20236, Indonesia","4,3",True,True,False,True,True,True,False,False,True,PRICE_LEVEL_MODERATE,"{'acceptsCreditCards': True, 'acceptsDebitCards': True, 'acceptsCashOnly': False}",True,True,False,unknown,barbecue_restaurant
ChIJtdyhwtExMTARw5PY3hGJVBo,Angry Korean Bbq,"Jl. Airlangga No.11E, Petisah Tengah, Kec. Medan Petisah, Kota Medan, Sumatera Utara 20112, Indonesia","4,4",False,False,False,True,True,True,False,False,False,PRICE_LEVEL_MODERATE,"{'acceptsCreditCards': True, 'acceptsDebitCards': True, 'acceptsCashOnly': False}",True,True,False,unknown,barbecue_restaurant
ChIJA0T-6vYvMTARfpdyi4QNlYs,Medan Barbeque & Steamboat Suki,"Jl. K.H. Wahid Hasyim No.86, Babura, Kec. Medan Baru, Kota Medan, Sumatera Utara 20153, Indonesia","4,3",False,False,False,True,True,True,True,False,True,unknown,{},unknown,unknown,unknown,unknown,barbecue_restaurant
ChIJsU2nQ7QxMTAR0vFGTaSNfX0,Omma Recipe,"Jl. Semarang No.92, Ps. Baru, Kec. Medan Kota, Kota Medan, Sumatera Utara 20212, Indonesia","4,4",True,False,False,True,True,True,True,False,unknown,PRICE_LEVEL_MODERATE,{'acceptsCashOnly': True},unknown,unknown,True,unknown,barbecue_restaurant
ChIJU7e0LywxMTAR8IhHGef7JDA,Big Big Bite,"Jl. Listrik No.16, Petisah Tengah, Kec. Medan Petisah, Kota Medan, Sumatera Utara 20231, Indonesia",5,unknown,unknown,unknown,True,True,True,unknown,False,unknown,unknown,{},unknown,unknown,unknown,unknown,barbecue_restaurant
ChIJI9oVcP8xMTARHbjZ0WZ86MM,JOM BARBEQUE,"HP35+5W9, Gg. Adil, Binjai, Kec. Medan Denai, Kota Medan, Sumatera Utara, Indonesia",5,False,False,False,True,True,unknown,unknown,unknown,unknown,unknown,{},unknown,unknown,unknown,unknown,barbecue_restaurant
ChIJ3VFGeXYwMTAR9WaKGIOD_84,Cafe Sahabat,"Gg. Sahabat No.61, Titi Kuning, Kec. Medan Johor, Kota Medan, Sumatera Utara 20219, Indonesia",3,unknown,unknown,unknown,unknown,True,unknown,unknown,unknown,unknown,unknown,{'acceptsCashOnly': True},unknown,unknown,True,unknown,barbecue_restaurant
ChIJm4FB_nMxMTARKREUoZKsJNw,"Chung Gi Wa, Korean BBQ","Jl. Imam Bonjol No.24 C/D, Madras Hulu, Kec. Medan Polonia, Kota Medan, Sumatera Utara 20236, Indonesia","4,5",True,False,False,True,True,True,False,False,True,unknown,"{'acceptsCreditCards': True, 'acceptsDebitCards': True, 'acceptsCashOnly': False, 'acceptsNfc': True}",True,True,False,True,barbecue_restaurant
ChIJ4x7jPoIxMTAR1Mk0-Qkfwl8,Raa cha Suki & BBQ,"Jl. KH. Zainul Arifin No.7, Madras Hulu, Kec. Medan Polonia, Kota Medan, Sumatera Utara 20151, Indonesia","4,3",False,False,False,True,True,unknown,unknown,False,unknown,unknown,"{'acceptsCreditCards': True, 'acceptsDebitCards': True, 'acceptsCashOnly': False, 'acceptsNfc': True}",True,True,False,True,barbecue_restaurant
ChIJY4TiZwA7MTARApXx4t48XGw,BPK Marima Pork Grill,"Titi Kuning, Medan Johor, Medan City, North Sumatra 20219, Indonesia","4,9",unknown,unknown,unknown,True,True,unknown,unknown,unknown,unknown,unknown,{},unknown,unknown,unknown,unknown,barbecue_restaurant
ChIJN_bcAscxMTARbrCxx05ugnI,D'Maung Steak & Grill 1,"Jl. Gatot Subroto No.75, RT.02, Petisah Tengah, Kec. Medan Petisah, Kota Medan, Sumatera Utara 20231, Indonesia",4,False,False,False,True,True,True,unknown,unknown,unknown,unknown,{},unknown,unknown,unknown,unknown,barbecue_restaurant
ChIJHZ322Z4xMTARgyPzSIdr9Jw,Galmaegi Korean BBQ Restaurant,"Jl. KH. Zainul Arifin No.122, Madras Hulu, Kec. Medan Polonia, Kota Medan, Sumatera Utara 20151, Indonesia","4,4",unknown,unknown,unknown,True,True,True,unknown,False,unknown,unknown,"{'acceptsCreditCards': True, 'acceptsDebitCards': True, 'acceptsCashOnly': False}",True,True,False,unknown,barbecue_restaurant
ChIJ26bEJwwvMTARSmC6UDySsMU,InQ Indonesian BBQ,"Jl. Darussalam No.17, Sei Sikambing D, Kec. Medan Petisah, Kota Medan, Sumatera Utara 20112, Indonesia",3,False,False,False,True,True,unknown,unknown,unknown,unknown,unknown,{},unknown,unknown,unknown,unknown,barbecue_restaurant
ChIJbxebWXExMTARbCL5ru4KWpY,Meatsuka,"Jl. Jenderal Sudirman No.40, Anggrung, Kec. Medan Polonia, Kota Medan, Sumatera Utara 20151, Indonesia","4,6",unknown,unknown,unknown,True,True,True,True,False,True,PRICE_LEVEL_MODERATE,"{'acceptsCreditCards': True, 'acceptsCashOnly': False}",True,unknown,False,unknown,barbecue_restaurant
ChIJ3bQzKIwxMTAR0SOt8P2Flp8,Meatme Medan,"Jl. Gajah Mada No.3, Petisah Hulu, Kec. Medan Baru, Kota Medan, Sumatera Utara 20233, Indonesia","3,2",False,False,False,True,True,unknown,True,False,unknown,unknown,"{'acceptsDebitCards': True, 'acceptsCashOnly': False}",unknown,True,False,unknown,barbecue_restaurant
ChIJD9ienUUzMTARat67iWP3oJw,cyc house,"Jl. Pisang No.88, Medan Estate, Kec. Percut Sei Tuan, Kabupaten Deli Serdang, Sumatera Utara 20221, Indonesia",5,False,False,False,unknown,unknown,unknown,unknown,unknown,unknown,unknown,{'acceptsCashOnly': True},unknown,unknown,True,unknown,barbecue_restaurant
ChIJu-aHgN8xMTARSsNj___fiU8,OnDo Grill Batak,"Jl. Pabrik Tenun No.45, Sei Putih Tengah, Kec. Medan Petisah, Kota Medan, Sumatera Utara 20118, Indonesia","4,5",False,False,False,True,True,True,True,False,True,PRICE_LEVEL_EXPENSIVE,"{'acceptsCreditCards': True, 'acceptsDebitCards': True, 'acceptsCashOnly': False}",True,True,False,unknown,barbecue_restaurant
ChIJkSkwZRwvMTARBJyTmbVtO-A,Gapyeong Korean BBQ,"Jl. Setia Budi Kel No.10 C, Tj. Rejo, Kec. Medan Sunggal, Kota Medan, Sumatera Utara 20119, Indonesia","4,5",False,False,False,True,True,True,False,False,True,PRICE_LEVEL_MODERATE,"{'acceptsCreditCards': True, 'acceptsDebitCards': True, 'acceptsCashOnly': False}",True,True,False,unknown,barbecue_restaurant
ChIJ_4YeolglMTARIyimqIrQdXk,BPK SAUDARANTA,"Jl. Pintu Air IV No.377, Kwala Bekala, Kec. Medan Johor, Kota Medan, Sumatera Utara 20146, Indonesia",unknown,False,False,False,unknown,unknown,unknown,unknown,unknown,unknown,unknown,{},unknown,unknown,unknown,unknown,barbecue_restaurant
ChIJd87vkccxMTARKHhqGU8EjEQ,Healy Mac's Bar And Restaurant Medan,"15-16, Centre Point, Ruko Jl. Timor Dalam No.23 Blok M, Gg. Buntu, Kec. Medan Tim., Kota Medan, Sumatera Utara 20231, Indonesia","4,5",True,True,True,unknown,True,True,True,True,unknown,PRICE_LEVEL_EXPENSIVE,"{'acceptsCreditCards': True, 'acceptsDebitCards': True, 'acceptsCashOnly': False, 'acceptsNfc': True}",True,True,False,True,bar
ChIJj2O7fMwxMTARpeEJKf9RA7Q,The Cube Club,"Hotel Danau Toba Internasional, Jl. Imam Bonjol No.17, Hamdan, Kec. Medan Maimun, Kota Medan, Sumatera Utara 20151, Indonesia","4,4",True,True,True,unknown,True,True,False,True,unknown,unknown,"{'acceptsCreditCards': True, 'acceptsDebitCards': True, 'acceptsCashOnly': False}",True,True,False,unknown,bar
ChIJ93BP2tMxMTARGf4DYVQYGeU,The View Restaurant,"Cambridge Hotel Medan, Jl. S. Parman No.217, Petisah Tengah, Kec. Medan Petisah, Kota Medan, Sumatera Utara 20152, Indonesia","4,6",True,True,True,unknown,True,True,unknown,True,True,unknown,"{'acceptsCreditCards': True, 'acceptsCashOnly': False}",True,unknown,False,unknown,bar
ChIJyd17XeEvMTARVnGS9L63DpM,High5 Bar & Lounge,"Jl. Abdullah Lubis No.81, Babura, Kec. Medan Baru, Kota Medan, Sumatera Utara 20222, Indonesia","4,5",True,True,True,unknown,True,True,unknown,True,unknown,unknown,"{'acceptsCreditCards': True, 'acceptsCashOnly': False}",True,unknown,False,unknown,bar
ChIJ5WT1n0owMTARxsdimI-i2wg,Grand Charly VHT Medan,"HMHJ+MV2 Kompleks Centrium, Jl. Brigjend Katamso, A U R, Kec. Medan Maimun, Kota Medan, Sumatera Utara 20212, Indonesia","4,3",True,unknown,unknown,unknown,True,True,unknown,unknown,unknown,PRICE_LEVEL_MODERATE,"{'acceptsCreditCards': True, 'acceptsCashOnly': False}",True,unknown,False,unknown,bar
ChIJow416cMxMTARpDWscf9aTU0,Prime Bar,"JW Marriott Medan, Jl. Putri Hijau No.10, Kesawan, Kec. Medan Bar., Kota Medan, Sumatera Utara 20111, Indonesia","4,1",True,True,True,unknown,True,True,unknown,True,unknown,unknown,"{'acceptsCreditCards': True, 'acceptsDebitCards': True, 'acceptsCashOnly': False}",True,True,False,unknown,bar
ChIJH_g390gwMTAR_Q7IgcdngWY,The palace Pub & Bar,"Jl. Ir. H. Juanda Blk. F No.1, Sukaraja, Kec. Medan Maimun, Kota Medan, Sumatera Utara 20212, Indonesia","4,2",unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,{},unknown,unknown,unknown,unknown,bar
ChIJ33C_ALYxMTARkBdDFM-kUFc,HW Helen's Live Bar Medan,"Jl. A. Rivai, Madras Hulu, Kec. Medan Polonia, Kota Medan, Sumatera Utara, Indonesia","4,7",True,True,True,unknown,True,True,unknown,unknown,unknown,unknown,{},unknown,unknown,unknown,unknown,bar
ChIJj5n5klExMTAR8QjEk1--4eY,HW Dragon Bar Medan,"Jl. Putri Merak Jingga No.8, Kesawan, Kec. Medan Bar., Kota Medan, Sumatera Utara 20111, Indonesia","4,7",True,True,True,unknown,True,True,unknown,unknown,unknown,unknown,{},unknown,unknown,unknown,unknown,bar
ChIJo4f_aikwMTARaUV17OvgoDw,SHOOT RESTO BAR CLUB,"Jl. Kapten Patimura No.423, Darat, Kec. Medan Baru, Kota Medan, Sumatera Utara 20222, Indonesia","4,4",True,True,True,unknown,True,True,False,True,unknown,PRICE_LEVEL_MODERATE,"{'acceptsCreditCards': True, 'acceptsCashOnly': False}",True,unknown,False,unknown,bar
ChIJ2y5GHoQxMTARrFwFm_lWEU8,LIMA Rooftop Bar,"Jl. H. Adam Malik No.167, Sei Agul, Kec. Medan Bar., Kota Medan, Sumatera Utara 20235, Indonesia",4,True,True,True,unknown,True,True,True,True,unknown,unknown,"{'acceptsCreditCards': True, 'acceptsCashOnly': False}",True,unknown,False,unknown,bar
ChIJF2nztO8xMTARMqbKk4FtgNk,Warkup LIMPE ANE SONG,"JM5F+JF7, Glugur Kota, Medan Barat, Medan City, North Sumatra 20235, Indonesia",5,unknown,unknown,unknown,unknown,True,unknown,unknown,unknown,unknown,unknown,{'acceptsCashOnly': True},unknown,unknown,True,unknown,bar
ChIJIxgjRzgxMTAR6gFMVlqKtGA,Bar Berkelas,"HMMM+4R6, Pasar Baru, Medan Kota, Medan City, North Sumatra, Indonesia",unknown,True,unknown,unknown,unknown,True,unknown,unknown,unknown,unknown,unknown,{},unknown,unknown,unknown,unknown,bar
ChIJszoo5sQxMTARFx6RpsFJxiU,ASIA218,"HMWC+3VH, Silalas, Medan Kota, Medan City, North Sumatra, Indonesia",2,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,{},unknown,unknown,unknown,unknown,bar
ChIJ0yZQ5Z4xMTARaHHgedFT4os,Dragon KTV,"Jl. H. Adam Malik, Sei Agul, Kec. Medan Bar., Kota Medan, Sumatera Utara, Indonesia","4,3",unknown,unknown,unknown,unknown,True,True,unknown,unknown,unknown,unknown,{},unknown,unknown,unknown,unknown,bar
ChIJMeI6xNMxMTAR_kyOVcqOHNo,Boutique Bar,"Cambridge City Square, Lantai 1 No. I-08 & 09, JL S Parman, Petisah Tengah, Medan, Kota Medan, Sumatera Utara 20153, Indonesia",unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,{},unknown,unknown,unknown,unknown,bar
ChIJu4s7MgAxMTARv74jtOHLGDQ,SILVERBOLA BAR,"Jl. Putri Merak Jingga No.10, Kesawan, Kec. Medan Bar., Kota Medan, Sumatera Utara 20236, Indonesia",unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,{},unknown,unknown,unknown,unknown,bar
ChIJSViPdKoxMTAR-F_G98ecVww,Slash Bar And Coffe Shop,"Gg. Rakyat No.13, Sei Mati, Kec. Medan Maimun, Kota Medan, Sumatera Utara 20215, Indonesia",5,unknown,unknown,unknown,unknown,True,unknown,True,unknown,unknown,unknown,{'acceptsCashOnly': True},unknown,unknown,True,unknown,bar
ChIJ911zqLUxMTARHtbTpXtIESI,Equator Pub,"Novotel Soechi Medan, Jl. Cirebon Jl. Pusat Pasar No.76A, Ps. Baru, Kec. Medan Kota, Kota Medan, Sumatera Utara 20212, Indonesia",4,True,unknown,unknown,unknown,True,True,True,unknown,unknown,unknown,{},unknown,unknown,unknown,unknown,bar
ChIJ2eOBxrUxMTAR1YKlXQ0pF84,Zodiac,"Jl. Cirebon No.76A, Ps. Baru, Kec. Medan Kota, Kota Medan, Sumatera Utara 20212, Indonesia","3,9",unknown,unknown,True,unknown,True,True,unknown,True,unknown,unknown,{},unknown,unknown,unknown,unknown,bar
ChIJI0AnbNQvMTAR5F1rrXlQxCA,Pondok Sarapan Murah Rezeki Dan Rumah Makan Ragam Rasa,"HMG4+V5H, Jl. Abdullah Lubis, Babura, Kec. Medan Baru, Kota Medan, Sumatera Utara 20153, Indonesia",5,False,False,False,True,True,unknown,unknown,False,unknown,unknown,{'acceptsCashOnly': True},unknown,unknown,True,unknown,breakfast_restaurant
ChIJT0AjnrExMTARBA1j-UIC7l4,Takasi Enak,"Jl. Kalianda, Sei Rengas I, Kec. Medan Kota, Kota Medan, Sumatera Utara 20211, Indonesia",5,False,False,False,True,True,unknown,unknown,unknown,unknown,unknown,{},unknown,unknown,unknown,unknown,breakfast_restaurant
ChIJMxCa0c4vMTARzZH8OIWV5Ms,Waroeng Kakak Adek Sarapan Pagi & Ice Blend,"Jl. Setia Budi No.40, Tj. Rejo, Kec. Medan Sunggal, Kota Medan, Sumatera Utara 20119, Indonesia",5,False,False,False,True,True,unknown,unknown,False,unknown,unknown,{'acceptsCashOnly': True},unknown,unknown,True,unknown,breakfast_restaurant
ChIJlUFgLcUxMTARfhBA-QwuVb0,Rumah Makan Sinar Pagi,"No.2D/1, Jl. Sei Deli No.2D/1, Silalas, Kec. Medan Bar., Kota Medan, Sumatera Utara 20236, Indonesia","4,3",False,False,False,True,True,False,False,False,True,PRICE_LEVEL_MODERATE,"{'acceptsDebitCards': True, 'acceptsCashOnly': False}",unknown,True,False,unknown,breakfast_restaurant
ChIJkU23y5wxMTARjEoP7_xw4n8,Sarapan Pagi Enak,"JM46+45P, Sei Agul, Medan Barat, Medan City, North Sumatra 20114, Indonesia",unknown,False,False,False,True,unknown,unknown,unknown,False,unknown,unknown,{'acceptsCashOnly': True},unknown,unknown,True,unknown,breakfast_restaurant
ChIJTVMBlCwxMTARAnFT6j7uXkQ,Warung Pagi Enak,"HMXH+J2C, Jl. Gaharu, Gaharu, Kec. Medan Tim., Kota Medan, Sumatera Utara, Indonesia","4,5",False,False,False,True,True,unknown,unknown,False,unknown,unknown,{'acceptsCashOnly': True},unknown,unknown,True,unknown,breakfast_restaurant
ChIJaW_-3C4uMTARLopel0me7FA,Brunch Dinner & Supper Place,"Jl. Darussalam No.31 A, RW.02, Sei Sikambing D, Kec. Medan Petisah, Kota Medan, Sumatera Utara 20112, Indonesia","3,9",False,False,False,True,unknown,unknown,unknown,False,unknown,unknown,{'acceptsCashOnly': True},unknown,unknown,True,unknown,breakfast_restaurant
ChIJ6_oUexExMTAR_3Tbk-txHuo,Tempat makan,"Jl. Sisingamangaraja No.78, Mesjid, Kec. Medan Kota, Kota Medan, Sumatera Utara 20213, Indonesia",unknown,False,False,False,True,True,unknown,unknown,False,unknown,unknown,{},unknown,unknown,unknown,unknown,breakfast_restaurant
ChIJ6WGE__swMTARE9PEnofMTd0,Rumah Makan Sarapan Pagi Etek Setia Baru,"B, 20226, Jl. Bromo No.91, Tegal Sari II, Kec. Medan Area, Kota Medan, Sumatera Utara 20227, Indonesia","4,8",False,False,False,True,unknown,unknown,unknown,False,unknown,unknown,{'acceptsCashOnly': True},unknown,unknown,True,unknown,breakfast_restaurant
ChIJ5bQXocgxMTARvc9ZE5gAvA8,Spoon Dining,"Jl. Balai Kota No. 1 Petisah Tengah Medan Petisah Medan, Kesawan, Kec. Medan Bar., Kota Medan, Sumatera Utara 20236, Indonesia","4,4",unknown,unknown,unknown,True,True,True,True,unknown,True,unknown,"{'acceptsCreditCards': True, 'acceptsCashOnly': False}",True,unknown,False,unknown,breakfast_restaurant
ChIJk6hmXMUxMTARllg1GTIJ3mg,Rumah umi jumiati (jualan sarapan pagi),"Jl. Tombak No.22-14, Sidorejo Hilir, Kec. Medan Tembung, Kota Medan, Sumatera Utara 20222, Indonesia","4,8",False,False,False,True,unknown,unknown,unknown,False,unknown,unknown,{'acceptsCashOnly': True},unknown,unknown,True,unknown,breakfast_restaurant
ChIJg6iZj8kxMTARXyRGkcawstI,Serapan pagi nenek rindi,"Jl. Tuasan No.41, Sidorejo Hilir, Kec. Medan Tembung, Kota Medan, Sumatera Utara 20222, Indonesia",5,False,False,False,True,unknown,True,True,False,True,unknown,"{'acceptsCashOnly': False, 'acceptsNfc': True}",unknown,unknown,False,True,breakfast_restaurant
ChIJjVFB4HslMTARnPiAQx57mjk,Sarapan Pagi Umi Yani,"GJMC+VMC, Jl. Setia Budi, Simpang Selayang, Kec. Medan Tuntungan, Kota Medan, Sumatera Utara 20135, Indonesia","4,5",False,False,False,True,True,unknown,True,False,unknown,PRICE_LEVEL_MODERATE,{'acceptsCashOnly': True},unknown,unknown,True,unknown,breakfast_restaurant
ChIJSySX3qUvMTARRdxh6ewFxXI,Warung Lontong dan Nasi Gurih Bu Atik Medan,"Jl. Jawa No.54 A, Sei Sikambing C. II, CII, Kota Medan, Sumatera Utara 20123, Indonesia",5,False,False,False,unknown,unknown,unknown,unknown,False,unknown,unknown,{'acceptsCashOnly': True},unknown,unknown,True,unknown,breakfast_restaurant
ChIJz1qqMLwxMTARLLVRufzBMpQ,Mama Sayang Sarapan,"Jl. Prof. H. M. Yamin No.114/32a, Sidodadi, Kec. Medan Tim., Kota Medan, Sumatera Utara 20233, Indonesia",unknown,False,False,False,True,unknown,unknown,unknown,False,unknown,unknown,{'acceptsCashOnly': True},unknown,unknown,True,unknown,breakfast_restaurant
ChIJkTl6agwvMTARRZxHFxegMwA,Sarapan Pagi Mbak Novi,"Jl. Sei Putih Baru No.3B, Babura, Kec. Medan Baru, Kota Medan, Sumatera Utara 20154, Indonesia","4,2",False,False,False,True,unknown,unknown,unknown,False,unknown,unknown,{'acceptsCashOnly': True},unknown,unknown,True,unknown,breakfast_restaurant
ChIJXw01sCguMTARNg4CEhbA4ag,Sarapan Pagi Hj Nian,"Jl. Gatot Subroto No.311, Sei Sikambing D, Kec. Medan Petisah, Kota Medan, Sumatera Utara 20112, Indonesia","4,7",False,False,False,True,True,True,unknown,False,False,unknown,{},unknown,unknown,unknown,unknown,breakfast_restaurant
ChIJI2nZwcsxMTARvOa5-gDiuT8,Nusa Indah Rumah Makan,"Jl. Palang Merah No.90, Kesawan, Kec. Medan Bar., Kota Medan, Sumatera Utara 20212, Indonesia","4,4",False,False,False,True,True,unknown,False,False,unknown,unknown,{'acceptsCashOnly': True},unknown,unknown,True,unknown,breakfast_restaurant
ChIJmyi34jIvMTARnt7a10PPk3s,Sarapan Pagi Kurnia,"Jl. Gajah Mada No.44, Sei Sikambing D, Kec. Medan Petisah, Kota Medan, Sumatera Utara 20111, Indonesia",5,False,False,False,True,unknown,unknown,unknown,False,unknown,unknown,{'acceptsCashOnly': True},unknown,unknown,True,unknown,breakfast_restaurant
