id,displayName,formattedAddress,rating,servesBeer,servesWine,servesCocktails,goodForChildren,goodForGroups,reservable,outdoorSeating,liveMusic,servesDessert,priceLevel,paymentOptions,acceptsCreditCards,acceptsDebitCards,acceptsCashOnly,acceptsNfc,Type
ChIJr8FgvoYxMTAREsOVyUXZvNg,Kaffa coffee n Roastery,"Jl. Perintis Kemerdekaan No.2a, Kesawan, Kec. Medan Bar., Kota Medan, Sumatera Utara 20111, Indonesia",unknown,unknown,unknown,unknown,unknown,True,unknown,unknown,unknown,unknown,unknown,{},unknown,unknown,unknown,unknown,coffee_shop
ChIJSxvhO08xMTARCirhJWVaSFY,Coffee Saki GMP,"HMVG+8FX, Kesawan, Medan Barat, Medan City, North Sumatra, Indonesia",5,unknown,unknown,unknown,True,True,unknown,unknown,unknown,unknown,unknown,{},unknown,unknown,unknown,unknown,coffee_shop
ChIJK2eURnM7MTARloBHR7N0Idg,Ka One Coffe - Kopi Arabica Robusta Blend,"Gg. Wisata No.1, Pangkalan Masyhur, Kec. Medan Johor, Kota Medan, Sumatera Utara 20146, Indonesia","4,2",False,False,False,unknown,True,unknown,unknown,unknown,unknown,unknown,{},unknown,unknown,unknown,unknown,coffee_shop
ChIJ_74OyWcwMTARXsE3igGHW9Y,Zeinara Coffe Shop,"HM5V+7M9, Jl. Pintu Air, Siti Rejo I, Kec. Medan Kota, Kota Medan, Sumatera Utara 20216, Indonesia","4,3",False,False,False,True,True,unknown,True,unknown,True,PRICE_LEVEL_MODERATE,{'acceptsCashOnly': True},unknown,unknown,True,unknown,coffee_shop
ChIJyQgprxwxMTARrZ7IKJUbjEU,Claresta Coffee Shop,"Jl. Sutomo No.4A, Perintis, Kec. Medan Tim., Kota Medan, Sumatera Utara 20235, Indonesia",unknown,unknown,unknown,unknown,unknown,True,unknown,unknown,unknown,unknown,unknown,{},unknown,unknown,unknown,unknown,coffee_shop
ChIJLekE_tsxMTARp_-7tU68bdk,Sidikalang Coffee Shop and Grill,"Jl. Razak No.9, Sekip, Kec. Medan Petisah, Kota Medan, Sumatera Utara 20111, Indonesia","4,4",False,False,False,False,True,unknown,unknown,unknown,unknown,unknown,{},unknown,unknown,unknown,unknown,coffee_shop
ChIJCxnPfiAyMTARSCFAVZXKkPs,"Green Coffee Medan, Pusat Distributor Agen Grosir Jual Green Coffee Di Medan","Jl. Madio Santoso No.82L, Pulo Brayan Darat I, Kec. Medan Tim., Kota Medan, Sumatera Utara 20239, Indonesia","4,2",False,False,False,unknown,unknown,unknown,unknown,unknown,unknown,unknown,{'acceptsCashOnly': True},unknown,unknown,True,unknown,coffee_shop
ChIJBZcg7NAxMTARj7wS23Ucu0g,KA Kupi,"Jl. Prof. H. M. Yamin No.35, Sidodadi, Kec. Medan Tim., Kota Medan, Sumatera Utara 20232, Indonesia","4,4",False,False,False,True,True,True,True,False,True,PRICE_LEVEL_MODERATE,{},unknown,unknown,unknown,unknown,coffee_shop
ChIJZeT2cgkxMTAR84Eq8bYuUFM,Borjuis Coffee,"Jl. H. Adam Malik No.21, Silalas, Kec. Medan Bar., Kota Medan, Sumatera Utara 20231, Indonesia","4,9",False,False,False,unknown,True,unknown,unknown,unknown,unknown,unknown,{'acceptsCashOnly': True},unknown,unknown,True,unknown,coffee_shop
ChIJSTBOpeDNNjAR30d0aOvCxCE,Kopi Stasiun5AB,"Jl. St.Ka. No.5-5A-5B, Kesawan, Kec. Medan Bar., Kota Medan, Sumatera Utara 20111, Indonesia","4,4",False,False,False,True,True,unknown,unknown,unknown,unknown,unknown,{},unknown,unknown,unknown,unknown,coffee_shop
ChIJtW8_nSIwMTARYjDYO-VvQIU,Coffee Shop Tina,"HM69+6JG, Polonia, Medan Polonia, Medan City, North Sumatra 20157, Indonesia",3,unknown,unknown,unknown,unknown,True,unknown,unknown,unknown,unknown,unknown,{},unknown,unknown,unknown,unknown,coffee_shop
ChIJDb3iKO0xMTAReLP19BS7l1M,Dominico Coffee,"Jl. Mayang No.4, Sekip, Kec. Medan Petisah, Kota Medan, Sumatera Utara 20113, Indonesia","4,7",False,False,False,True,True,True,True,False,True,unknown,"{'acceptsCreditCards': True, 'acceptsDebitCards': True, 'acceptsCashOnly': False, 'acceptsNfc': True}",True,True,False,True,coffee_shop
ChIJS4J0DiouMTARNnVFS6vKc7Y,KFC Simpang Mataram Medan,"Jl. Gajah Mada No.14, Petisah Tengah, Kec. Medan Petisah, Kota Medan, Sumatera Utara 20028, Indonesia","4,5",False,False,unknown,True,True,unknown,True,unknown,True,PRICE_LEVEL_MODERATE,"{'acceptsCreditCards': True, 'acceptsDebitCards': True, 'acceptsCashOnly': False, 'acceptsNfc': True}",True,True,False,True,fast_food_restaurant
ChIJ93gjFiwuMTARtCxo7s02xFE,Richeese Factory,"Jl. Gajah Mada, Babura, Kec. Medan Baru, Kota Medan, Sumatera Utara 20112, Indonesia","4,3",False,False,unknown,True,True,unknown,True,unknown,True,PRICE_LEVEL_MODERATE,"{'acceptsCreditCards': True, 'acceptsCashOnly': False}",True,unknown,False,unknown,fast_food_restaurant
ChIJE39jkdwxMTAR0V_6GJYQEmA,Burger King,"HMM8+Q5W, Jl. Gajah Mada, Petisah Tengah, Kec. Medan Petisah, Kota Medan, Sumatera Utara 20152, Indonesia","4,6",False,False,False,True,True,True,True,False,True,PRICE_LEVEL_MODERATE,"{'acceptsCreditCards': True, 'acceptsDebitCards': True, 'acceptsCashOnly': False}",True,True,False,unknown,fast_food_restaurant
ChIJVVVVVZ4xMTARtlZ0EACd09w,KFC,"Jl. H. Adam Malik No.5 7, Sekip, Kec. Medan Petisah, Kota Medan, Sumatera Utara 20231, Indonesia","4,4",False,False,unknown,True,True,unknown,True,unknown,True,PRICE_LEVEL_MODERATE,"{'acceptsCreditCards': True, 'acceptsDebitCards': True, 'acceptsCashOnly': False, 'acceptsNfc': True}",True,True,False,True,fast_food_restaurant
ChIJR8jYr8MvMTARY1d18pnbqcQ,McDonald's,"Plaza Millenium Medan Plaza Milenium, Jl. Kapten Muslim No.111, Dwi Kora, Kec. Medan Helvetia, Kota Medan, Sumatera Utara 20123, Indonesia","4,4",False,False,unknown,True,True,unknown,True,unknown,True,PRICE_LEVEL_MODERATE,"{'acceptsCreditCards': True, 'acceptsDebitCards': True, 'acceptsCashOnly': False}",True,True,False,unknown,fast_food_restaurant
ChIJb9ZBQAgwMTARrtrEojCoUtg,KFC,"Jl. Jenderal Besar A.H. Nasution No.58, Pangkalan Masyhur, Kec. Medan Johor, Kota Medan, Sumatera Utara 20219, Indonesia","4,3",False,False,False,True,True,True,True,False,True,PRICE_LEVEL_MODERATE,"{'acceptsCreditCards': True, 'acceptsDebitCards': True, 'acceptsCashOnly': False, 'acceptsNfc': True}",True,True,False,True,fast_food_restaurant
ChIJU5tiVewxMTARR4ajN3T5hw4,McDonald's,"Jl. Williem Iskandar, Indra Kasih, Kec. Medan Tembung, Kota Medan, Sumatera Utara 20371, Indonesia","4,5",False,False,unknown,True,True,unknown,True,unknown,True,PRICE_LEVEL_MODERATE,"{'acceptsCreditCards': True, 'acceptsDebitCards': True, 'acceptsCashOnly': False}",True,True,False,unknown,fast_food_restaurant
ChIJ8UCDTi8wMTAR9iFb92HCRz4,KFC Walikota Medan,"Jl. Mongonsidi No.14, Suka Damai, Kec. Medan Polonia, Kota Medan, Sumatera Utara 20152, Indonesia","4,5",False,False,unknown,True,True,unknown,True,unknown,True,PRICE_LEVEL_MODERATE,"{'acceptsCreditCards': True, 'acceptsDebitCards': True, 'acceptsCashOnly': False, 'acceptsNfc': True}",True,True,False,True,fast_food_restaurant
ChIJVVVVVZ4xMTARoG3qcWBWtbw,KFC,"Jalan Sukaramai II, Sukaramai II, Kec. Medan Area, Kota Medan, Sumatera Utara 20224, Indonesia","4,4",False,False,unknown,True,True,unknown,True,unknown,True,PRICE_LEVEL_MODERATE,"{'acceptsCreditCards': True, 'acceptsDebitCards': True, 'acceptsCashOnly': False}",True,True,False,unknown,fast_food_restaurant
ChIJXTydlr8xMTARjRqvXHcFiFo,KFC Simpang Sutomo Medan,"Jl. Perintis Kemerdekaan, Gaharu, Kec. Medan Tim., Kota Medan, Sumatera Utara 20232, Indonesia","4,4",False,False,unknown,True,True,unknown,unknown,unknown,True,PRICE_LEVEL_MODERATE,"{'acceptsCreditCards': True, 'acceptsDebitCards': True, 'acceptsCashOnly': False, 'acceptsNfc': True}",True,True,False,True,fast_food_restaurant
ChIJVVVVVZ4xMTARKGXA82jW3UQ,KFC,"Jalan Ring Road Setia Budi II No.99 S, Jl. Industri Jl. Ring Road No.99 S, Asam Kumbang, Kec. Medan Selayang, Kota Medan, Sumatera Utara 20028, Indonesia","4,3",False,False,unknown,True,True,unknown,True,unknown,True,PRICE_LEVEL_MODERATE,"{'acceptsCreditCards': True, 'acceptsDebitCards': True, 'acceptsCashOnly': False, 'acceptsNfc': True}",True,True,False,True,fast_food_restaurant
ChIJYRKbXzguMTARcQtuX3dK6j0,Richeese Factory,"Centre Point Mall Lt. 3A No. 25, Jalan Jawa No.8a, Gg. Buntu, Kec. Medan Tim., Kota Medan, Sumatera Utara 20123, Indonesia","4,2",False,False,unknown,True,True,unknown,unknown,unknown,unknown,PRICE_LEVEL_MODERATE,"{'acceptsCreditCards': True, 'acceptsCashOnly': False}",True,unknown,False,unknown,fast_food_restaurant
ChIJfUn_3rYxMTAR4peJjKeMuh8,KFC Medan Mall,"Jl. M. T. Haryono No.8 - 9, Pusat Ps., Kec. Medan Kota, Kota Medan, Sumatera Utara 20212, Indonesia","4,1",False,False,False,True,True,unknown,unknown,False,True,PRICE_LEVEL_MODERATE,"{'acceptsCreditCards': True, 'acceptsDebitCards': True, 'acceptsCashOnly': False, 'acceptsNfc': True}",True,True,False,True,fast_food_restaurant
ChIJnY4QYScwMTAR2v5f6IG-j0U,A & W,"Jl. Dr. Mansyur No.1 A, Padang Bulan Selayang I, Kec. Medan Selayang, Kota Medan, Sumatera Utara 20154, Indonesia","4,3",False,False,unknown,True,True,unknown,unknown,unknown,True,PRICE_LEVEL_MODERATE,"{'acceptsCreditCards': True, 'acceptsDebitCards': True, 'acceptsCashOnly': False}",True,True,False,unknown,fast_food_restaurant
ChIJWS5S68cxMTARee-yaJurPkM,KFC,"Jl. Jawa No.8 - 20231, Gg. Buntu, Kec. Medan Tim., Kota Medan, Sumatera Utara 20231, Indonesia","4,2",False,False,unknown,True,True,unknown,unknown,unknown,True,PRICE_LEVEL_MODERATE,"{'acceptsCreditCards': True, 'acceptsDebitCards': True, 'acceptsCashOnly': False, 'acceptsNfc': True}",True,True,False,True,fast_food_restaurant
ChIJaQrGAM4xMTARq07Z1mP3lec,Burger King,"Jl. Gatot Subroto No.30, Sekip, Kec. Medan Petisah, Kota Medan, Sumatera Utara 20113, Indonesia","4,7",False,False,False,True,True,unknown,False,False,True,PRICE_LEVEL_MODERATE,"{'acceptsCreditCards': True, 'acceptsDebitCards': True, 'acceptsCashOnly': False}",True,True,False,unknown,fast_food_restaurant
ChIJ56Yl5QkxMTARTQs_4WbVVD8,Chairon Rice Box,"Jl. DR. F.L. Tobing No.61e, Pusat Ps., Kec. Medan Kota, Kota Medan, Sumatera Utara 20212, Indonesia","4,6",False,False,unknown,True,True,unknown,unknown,unknown,unknown,unknown,{},unknown,unknown,unknown,unknown,fast_food_restaurant
ChIJpx0fr7ExMTARsIancWgzQwM,Richeese Factory Wolter Mongonsidi,"Jl. Mongonsidi No.18, Anggrung, Kec. Medan Polonia, Kota Medan, Sumatera Utara 20152, Indonesia","4,3",False,False,unknown,True,True,unknown,unknown,unknown,unknown,PRICE_LEVEL_MODERATE,"{'acceptsCreditCards': True, 'acceptsCashOnly': False}",True,unknown,False,unknown,fast_food_restaurant
ChIJ2TBHRl0xMTARbMNl-jPQoKA,Wendy's,"Jl. KH. Zainul Arifin No.7, Madras Hulu, Kec. Medan Polonia, Kota Medan, Sumatera Utara 20152, Indonesia","4,1",False,False,unknown,True,True,unknown,False,unknown,True,PRICE_LEVEL_MODERATE,"{'acceptsCreditCards': True, 'acceptsDebitCards': True, 'acceptsCashOnly': False}",True,True,False,unknown,fast_food_restaurant
ChIJAwXei6wxMTARtcNiJaFYtWU,WARUNG PERAK,"Jl. Perak No.22/26, Sei Rengas Permata, Kec. Medan Area, Kota Medan, Sumatera Utara 20214, Indonesia","5,",False,False,False,True,True,unknown,True,unknown,unknown,unknown,{'acceptsCashOnly': True},unknown,unknown,True,unknown,fast_food_restaurant
ChIJy_NwplsxMTARVTbiXJ-yoyM,Le Chateau,"Jl. Perintis Kemerdekaan, Kesawan, Kec. Medan Bar., Kota Medan, Sumatera Utara 20236, Indonesia","4,6",True,True,True,True,True,True,unknown,unknown,True,unknown,"{'acceptsCreditCards': True, 'acceptsDebitCards': True, 'acceptsCashOnly': False, 'acceptsNfc': True}",True,True,False,True,french_restaurant
ChIJ3XyrDDMvMTARHYMMeDQBeco,Oui Dining,"Jl. Sei Belutu No.66, Padang Bulan Selayang I, Kec. Medan Selayang, Kota Medan, Sumatera Utara 20131, Indonesia","4,7",unknown,unknown,unknown,unknown,True,True,unknown,True,True,unknown,"{'acceptsCreditCards': True, 'acceptsCashOnly': False}",True,unknown,False,unknown,french_restaurant
ChIJidSK89ExMTAR73klpOi8FlM,The Upper Level,"Jl. Taruma No.52 Level 2, Petisah Tengah, Kec. Medan Petisah, Kota Medan, Sumatera Utara 20112, Indonesia","4,7",False,False,False,unknown,True,True,False,False,True,unknown,"{'acceptsCreditCards': True, 'acceptsDebitCards': True, 'acceptsCashOnly': False}",True,True,False,unknown,french_restaurant
ChIJD5wUeH4vMTARhhj1myvWZsA,Petite Terrasse,"Jl. Sei Belutu No.66, Padang Bulan Selayang I, Kec. Medan Selayang, Kota Medan, Sumatera Utara 20154, Indonesia","4,9",unknown,unknown,True,True,True,True,True,unknown,True,unknown,"{'acceptsCreditCards': True, 'acceptsDebitCards': True, 'acceptsCashOnly': False, 'acceptsNfc': True}",True,True,False,True,french_restaurant
ChIJS6U6gskxMTARct5fEo3hbbM,Tip Top Restaurant,"Jl. Jend. Ahmad Yani No.92 A-B, Kesawan, Kec. Medan Bar., Kota Medan, Sumatera Utara 20212, Indonesia","4,4",True,False,True,True,True,True,True,True,True,PRICE_LEVEL_MODERATE,"{'acceptsCreditCards': True, 'acceptsDebitCards': True, 'acceptsCashOnly': False, 'acceptsNfc': True}",True,True,False,True,french_restaurant
ChIJow416cMxMTARsO8WwFO6-0E,Prime Steakhouse,"JW Marriott Hotel, Jl. Putri Hijau No.10 Lantai LG, Kesawan, Kec. Medan Bar., Kota Medan, Sumatera Utara 20111, Indonesia","4,6",True,True,True,False,True,True,unknown,True,True,unknown,"{'acceptsCreditCards': True, 'acceptsDebitCards': True, 'acceptsCashOnly': False}",True,True,False,unknown,french_restaurant
ChIJ93BP2tMxMTARSDkoM-5OmoE,The Edge Restaurant,"Jl. S. Parman No.217, Petisah Tengah, Kec. Medan Petisah, Kota Medan, Sumatera Utara 20111, Indonesia","4,5",True,True,True,True,True,True,True,True,True,unknown,"{'acceptsCreditCards': True, 'acceptsCashOnly': False}",True,unknown,False,unknown,french_restaurant
ChIJ5bQXocgxMTARvc9ZE5gAvA8,Spoon Dining,"Jl. Balai Kota No. 1 Petisah Tengah Medan Petisah Medan, Kesawan, Kec. Medan Bar., Kota Medan, Sumatera Utara 20236, Indonesia","4,4",unknown,unknown,unknown,True,True,True,True,unknown,True,unknown,"{'acceptsCreditCards': True, 'acceptsCashOnly': False}",True,unknown,False,unknown,french_restaurant
ChIJAQhHDcYxMTAR7isZ4k2aBAo,Jade Restaurant,"JW Marriott Medan, Jl. Putri Hijau No.10, Kesawan, Kec. Medan Bar., Kota Medan, Sumatera Utara 20111, Indonesia","4,5",True,True,unknown,True,True,True,False,False,True,unknown,"{'acceptsCreditCards': True, 'acceptsDebitCards': True, 'acceptsCashOnly': False, 'acceptsNfc': True}",True,True,False,True,french_restaurant
ChIJE66l_cMxMTARoWpytQLhY1Q,BISTRONOMIX,"Jl. Perintis Kemerdekaan, Kesawan, Kec. Medan Bar., Kota Medan, Sumatera Utara 20236, Indonesia","4,6",True,True,True,False,True,True,True,True,True,unknown,"{'acceptsCreditCards': True, 'acceptsDebitCards': True, 'acceptsCashOnly': False, 'acceptsNfc': True}",True,True,False,True,french_restaurant
ChIJ5VgNM7szMTARXYqFm_55xdU,Sands Dining,"Jl. Royal 88AE, Komplek Cemara Asri, Medan Estate, Kec. Percut Sei Tuan, Kabupaten Deli Serdang, Sumatera Utara 20371, Indonesia","4,7",unknown,unknown,unknown,True,True,True,unknown,unknown,True,unknown,"{'acceptsCreditCards': True, 'acceptsCashOnly': False}",True,unknown,False,unknown,french_restaurant
ChIJQxyn2dUvMTARdxYCN_8-0nE,Burger Sei Putih,"Jl. Sei Putih No.11a, Merdeka, Kec. Medan Baru, Kota Medan, Sumatera Utara 20153, Indonesia","4,5",False,False,False,unknown,True,False,True,False,False,PRICE_LEVEL_INEXPENSIVE,{'acceptsCashOnly': True},unknown,unknown,True,unknown,hamburger_restaurant
ChIJOVVnNuwxMTARPbqqc35Jy8Y,Burger Medan|Burger FM,"Jl. Tuasan No.96, Sidorejo Hilir, Kec. Medan Tembung, Kota Medan, Sumatera Utara 20222, Indonesia","4,8",False,False,False,True,True,unknown,unknown,unknown,unknown,unknown,{},unknown,unknown,unknown,unknown,hamburger_restaurant
ChIJS1m-AVUwMTARfnvQ15LtTJg,Rumah Blepots,"Jl. Medan Area Selatan No.66, Sukaramai I, Kec. Medan Area, Kota Medan, Sumatera Utara 20227, Indonesia","4,5",False,False,False,True,True,True,True,False,True,PRICE_LEVEL_MODERATE,{'acceptsCashOnly': True},unknown,unknown,True,unknown,hamburger_restaurant
ChIJzUC7k8YvMTAReKWjVCFz7C4,Cuexx Burger Medan Simpang Dr. Mansyur,"sederetan Raz Hotel sebelah Miesop Kampung Djoyo, Jl. Dr. Mansyur No.166, Tj. Rejo, Kec. Medan Sunggal, Kota Medan, Sumatera Utara 20154, Indonesia","4,6",False,False,False,True,True,unknown,unknown,False,unknown,unknown,{'acceptsCashOnly': True},unknown,unknown,True,unknown,hamburger_restaurant
ChIJqcEdlWsxMTAR8D6NDY9Spn4,Coyote Burger,"Jl. STM No.1, Sitirejo II, Kec. Medan Amplas, Kota Medan, Sumatera Utara 20219, Indonesia","4,4",False,False,False,True,True,True,unknown,False,False,PRICE_LEVEL_INEXPENSIVE,{'acceptsCashOnly': True},unknown,unknown,True,unknown,hamburger_restaurant
ChIJY_NFpGkxMTARLuAnndeHg20,Burger Bangor Iskandar Muda,"Jl. Iskandar Muda, Petisah Tengah, Kec. Medan Petisah, Kota Medan, Sumatera Utara, Indonesia","4,4",False,False,False,True,True,unknown,True,False,unknown,PRICE_LEVEL_MODERATE,"{'acceptsDebitCards': True, 'acceptsCashOnly': False}",unknown,True,False,unknown,hamburger_restaurant
ChIJC2RdR54vMTARuSpKZWSEEkU,21 Burger,"HJPX+33G, Babura Sunggal, Medan Sunggal, Medan City, North Sumatra, Indonesia","4,7",unknown,unknown,unknown,unknown,unknown,unknown,True,False,unknown,unknown,{'acceptsCashOnly': True},unknown,unknown,True,unknown,hamburger_restaurant
ChIJE39jkdwxMTAR0V_6GJYQEmA,Burger King,"HMM8+Q5W, Jl. Gajah Mada, Petisah Tengah, Kec. Medan Petisah, Kota Medan, Sumatera Utara 20152, Indonesia","4,6",False,False,False,True,True,True,True,False,True,PRICE_LEVEL_MODERATE,"{'acceptsCreditCards': True, 'acceptsDebitCards': True, 'acceptsCashOnly': False}",True,True,False,unknown,hamburger_restaurant
ChIJ2Qd1KdcxMTART7SxaBtf0Bs,M-Burger Kalingga,"Jl. Kalingga No.14, Petisah Tengah, Kec. Medan Petisah, Kota Medan, Sumatera Utara 20112, Indonesia","4,8",False,False,unknown,True,True,unknown,True,unknown,True,unknown,"{'acceptsCreditCards': True, 'acceptsDebitCards': True, 'acceptsCashOnly': False, 'acceptsNfc': True}",True,True,False,True,hamburger_restaurant
ChIJxS0D0CYxMTAR9mvZep-qbRU,M-Burger Centre Point,"Komp. Ruko, Centre Point, Centre Point Medan Blok G No. III/IV - G Floor, Jl. Timor Dalam, Gg. Buntu, Kec. Medan Tim., Kota Medan, Sumatera Utara 20231, Indonesia","4,8",False,False,False,True,True,unknown,False,False,True,unknown,"{'acceptsCreditCards': True, 'acceptsDebitCards': True, 'acceptsCashOnly': False, 'acceptsNfc': True}",True,True,False,True,hamburger_restaurant
ChIJUxPzXyY7MTARPLsZDcKYjYw,Street burger,"Jl. Turi II No.7, Sei Sikambing D, Kec. Medan Petisah, Kota Medan, Sumatera Utara 20112, Indonesia","4,7",False,False,False,True,unknown,unknown,unknown,unknown,unknown,unknown,{},unknown,unknown,unknown,unknown,hamburger_restaurant
ChIJ9U3vQKkxMTAREgq9O7BeHWA,Burger Logam,"Jl. Asia No.169c, Sei Rengas II, Kec. Medan Area, Kota Medan, Sumatera Utara 20211, Indonesia","4,7",False,False,False,True,True,False,unknown,False,False,PRICE_LEVEL_MODERATE,{'acceptsCashOnly': True},unknown,unknown,True,unknown,hamburger_restaurant
ChIJaQrGAM4xMTARq07Z1mP3lec,Burger King,"Jl. Gatot Subroto No.30, Sekip, Kec. Medan Petisah, Kota Medan, Sumatera Utara 20113, Indonesia","4,7",False,False,False,True,True,unknown,False,False,True,PRICE_LEVEL_MODERATE,"{'acceptsCreditCards': True, 'acceptsDebitCards': True, 'acceptsCashOnly': False}",True,True,False,unknown,hamburger_restaurant
ChIJZ1w1iRlQERAR7wFHcifRivQ,TashiDelek Burger & Food,"Jl. Singa No.134A, Pandau Hulu I, Kec. Medan Kota, Kota Medan, Sumatera Utara 20233, Indonesia","4,6",False,False,False,True,True,True,unknown,False,False,PRICE_LEVEL_INEXPENSIVE,"{'acceptsDebitCards': False, 'acceptsCashOnly': False, 'acceptsNfc': True}",unknown,False,False,True,hamburger_restaurant
ChIJx-IP61IxMTAR1yhwZi_0Pt0,Burger ORio,"Jl. Pelajar No.90b, Teladan Tim., Kec. Medan Kota, Kota Medan, Sumatera Utara 20226, Indonesia","4,5",False,False,False,True,unknown,unknown,unknown,False,unknown,unknown,{'acceptsCashOnly': True},unknown,unknown,True,unknown,hamburger_restaurant
ChIJpRPSe70xMTARMwHkC-EvPhI,Burger Purwo Medan,"Jl. Purwo Jl. Tempuling No.137, Perintis, Kec. Medan Tim., Kota Medan, Sumatera Utara 20233, Indonesia","4,4",False,False,False,unknown,unknown,unknown,True,False,unknown,unknown,{'acceptsCashOnly': True},unknown,unknown,True,unknown,hamburger_restaurant
ChIJJRSYzH4xMTARYuaNy9VIMew,Burger crispy aulia,"Jl. Prof. H. M. Yamin Gg. Syarif No.5, Sei Kera Hilir II, Kec. Medan Perjuangan, Kota Medan, Sumatera Utara 20222, Indonesia","4,4",False,False,False,True,unknown,unknown,unknown,unknown,unknown,unknown,{},unknown,unknown,unknown,unknown,hamburger_restaurant
ChIJL6mnmRcxMTAR_lbpT-b2hn0,Burger Nasfa,"JM3R+MG2, Sidorame Timur, Medan Perjuangan, Medan City, North Sumatra 20233, Indonesia","4,6",False,False,False,True,unknown,unknown,unknown,False,unknown,unknown,{'acceptsCashOnly': True},unknown,unknown,True,unknown,hamburger_restaurant
ChIJPfM_gegxMTARwSsrbYxMD4Q,BUBA! GRILLED BURGER,"Jl. Pangeran Diponegoro No.47, Madras Hulu, Kec. Medan Polonia, Kota Medan, Sumatera Utara 20152, Indonesia","4,6",False,False,False,True,True,True,True,False,True,PRICE_LEVEL_INEXPENSIVE,"{'acceptsCreditCards': True, 'acceptsDebitCards': True, 'acceptsCashOnly': False}",True,True,False,unknown,hamburger_restaurant
ChIJAW3DMjouMTARbMjnRjvBk1w,Burger Lover's,"Jl. Kapten Muslim No.115 C, Dwi Kora, Kec. Medan Helvetia, Kota Medan, Sumatera Utara 20122, Indonesia","5,",False,False,False,True,unknown,unknown,unknown,False,unknown,unknown,{'acceptsCashOnly': True},unknown,unknown,True,unknown,hamburger_restaurant
ChIJNZnverYxMTARPTFpPhtTh9U,Ice Cream Ria,"Jl. Surabaya No.22C/28, Ps. Baru, Kec. Medan Kota, Kota Medan, Sumatera Utara 20212, Indonesia","4,4",unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,PRICE_LEVEL_MODERATE,"{'acceptsDebitCards': True, 'acceptsCashOnly': False}",unknown,True,False,unknown,ice_cream_shop
ChIJA2apy7UxMTAR6TQ-hJS8ft4,Es Cream Tom And Jerry,"Jl. Surabaya No.58, RW.30, Ps. Baru, Kec. Medan Kota, Kota Medan, Sumatera Utara 20212, Indonesia","4,4",unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,PRICE_LEVEL_MODERATE,{'acceptsCashOnly': True},unknown,unknown,True,unknown,ice_cream_shop
ChIJmUCUdckxMTARGG7lJ_CeXBE,ICE CREAM APO,"HMPH+HQ6, Kesawan, Medan Barat, Medan City, North Sumatra 20212, Indonesia","4,5",unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,{'acceptsCashOnly': True},unknown,unknown,True,unknown,ice_cream_shop
ChIJ_4PWdsgvMTAR-1uUXMi-Fk4,Ice cream terrain mommynad's,"Jalan setiabudi, Komplek taman setiabudi indah Blok A /49 B/C, Tj. Rejo, Kec. Medan Sunggal, Kota Medan, Sumatera Utara 20122, Indonesia","3,8",unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,{},unknown,unknown,unknown,unknown,ice_cream_shop
ChIJFQxNe6w6MTAR_VbR494WS_o,Rumah Ice Cream Exlusive,"Jl. Karya Wisata No.55 B, Pangkalan Masyhur, Kec. Medan Johor, Kota Medan, Sumatera Utara 20143, Indonesia","4,1",unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,{},unknown,unknown,unknown,unknown,ice_cream_shop
ChIJLz3-BtkxMTARLc0jFi-hxpA,City Ice Cream,"Jl. Gatot Subroto No.30 #L1 - 30,31, Sekip, Kec. Medan Petisah, Kota Medan, Sumatera Utara 20113, Indonesia","4,2",unknown,unknown,unknown,True,True,unknown,False,False,True,PRICE_LEVEL_MODERATE,"{'acceptsCreditCards': True, 'acceptsDebitCards': True, 'acceptsCashOnly': False}",True,True,False,unknown,ice_cream_shop
ChIJVxgN8lcwMTARxFJWtWaY38k,Ice Cream,"02, Jl. Arief Rahman Hakim No.341, Ps. Merah Tim., Kec. Medan Area, Kota Medan, Sumatera Utara 20216, Indonesia","4,1",unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,{},unknown,unknown,unknown,unknown,ice_cream_shop
ChIJU5Px-vsxMTAR2YHU02svtz8,Eskrim Atuk Singapore,"Jl. HM. Joni No.48 C, Ps. Merah Bar., Kec. Medan Kota, Kota Medan, Sumatera Utara 20216, Indonesia",unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,{},unknown,unknown,unknown,unknown,ice_cream_shop
ChIJp985HvMxMTARVo9enyZ07fo,Hok Lai Ice Cream,"Jl. Gunung Krakatau No.61, Glugur Darat II, Kec. Medan Tim., Kota Medan, Sumatera Utara 20239, Indonesia",5,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,{},unknown,unknown,unknown,unknown,ice_cream_shop
ChIJ0YujJqUzMTARvFiXl4AbMqQ,My Ice Cream Medan,"Titi Papan, Medan Deli, Medan City, North Sumatra 20244, Indonesia",unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,{},unknown,unknown,unknown,unknown,ice_cream_shop
